DateTime,Temperature,Humidity,WindSpeed,Pressure,Summary
01-02-2006 08:00:00,-2.472222222,0.88,1.7227,1026.03,Foggy
01-02-2006 09:00:00,-2.405555556,0.88,7.7763,1026.23,Overcast
01-02-2006 10:00:00,-2.233333333,0.89,5.4096,1026.5,Overcast
01-02-2006 11:00:00,-2.261111111,0.88,9.3863,1026.52,Overcast
01-02-2006 12:00:00,-1.172222222,0.81,9.4668,1026.11,Mostly Cloudy
01-02-2006 13:00:00,-1.072222222,0.82,5.2647,1025.72,Mostly Cloudy
01-02-2006 14:00:00,-0.033333333,0.76,3.542,1024.92,Mostly Cloudy
01-02-2006 15:00:00,-0.033333333,0.76,9.3863,1024.62,Partly Cloudy
01-02-2006 16:00:00,-1.022222222,0.82,7.9212,1024.22,Clear
01-02-2006 17:00:00,-2.311111111,0.88,4.508,1024.42,Clear
01-02-2006 18:00:00,-2.311111111,0.88,7.4865,1024.33,Mostly Cloudy
01-02-2006 19:00:00,-1.377777778,0.89,7.1484,1024.42,Overcast
01-02-2006 20:00:00,-2.383333333,0.88,13.2664,1024.15,Overcast
01-02-2006 21:00:00,-1.922222222,0.88,9.9981,1024.13,Overcast
01-02-2006 22:00:00,-1.9,0.89,9.6439,1024.11,Overcast
01-02-2006 23:00:00,-2.383333333,0.88,10.7548,1023.64,Overcast
01-03-2006 00:00:00,-4.905555556,0.91,10.4167,1007.12,Foggy
01-03-2006 01:00:00,-4.894444444,0.92,5.5867,1007.2,Overcast
01-03-2006 02:00:00,-5.483333333,0.92,6.4239,1007.13,Overcast
01-03-2006 03:00:00,-5.461111111,0.92,6.5849,1007.09,Overcast
01-03-2006 04:00:00,-5.433333333,0.92,5.3291,1007.33,Overcast
01-03-2006 05:00:00,-7.038888889,0.96,9.5795,1007.49,Overcast
01-03-2006 06:00:00,-7.566666667,0.92,9.7244,1007.96,Mostly Cloudy
01-03-2006 07:00:00,-6.95,0.96,9.1126,1008.42,Mostly Cloudy
01-03-2006 08:00:00,-5.966666667,0.88,14.168,1008.74,Clear
01-03-2006 09:00:00,-4.744444444,0.84,14.5222,1008.74,Clear
01-03-2006 10:00:00,-2.661111111,0.84,13.6045,1008.83,Clear
01-03-2006 11:00:00,-0.922222222,0.8,13.0249,1008.92,Clear
01-03-2006 12:00:00,0.211111111,0.74,16.0195,1008.64,Clear
01-03-2006 13:00:00,1.261111111,0.68,20.7207,1008.81,Clear
01-03-2006 14:00:00,2.433333333,0.68,20.4309,1008.52,Partly Cloudy
01-03-2006 15:00:00,2.433333333,0.67,20.3343,1008.42,Partly Cloudy
01-03-2006 16:00:00,2.411111111,0.67,21.1071,1008.7,Partly Cloudy
01-03-2006 17:00:00,1.3,0.74,13.9587,1008.62,Partly Cloudy
01-03-2006 18:00:00,-0.905555556,0.87,12.6546,1009.02,Partly Cloudy
01-03-2006 19:00:00,-0.888888889,0.87,13.4918,1009.69,Partly Cloudy
01-03-2006 20:00:00,-2.061111111,0.95,11.1895,1009.86,Partly Cloudy
01-03-2006 21:00:00,-1.622222222,0.85,11.0768,1009.97,Clear
01-03-2006 22:00:00,-2.533333333,0.88,10.6582,1010.36,Clear
01-03-2006 23:00:00,-2.661111111,0.85,9.3863,1009.99,Partly Cloudy
01-04-2006 00:00:00,9.472222222,0.89,14.1197,1015.13,Partly Cloudy
01-04-2006 01:00:00,9.355555556,0.86,14.2646,1015.63,Partly Cloudy
01-04-2006 02:00:00,9.377777778,0.89,3.9284,1015.94,Mostly Cloudy
01-04-2006 03:00:00,8.288888889,0.83,14.1036,,Partly Cloudy
01-04-2006 04:00:00,8.755555556,0.83,11.0446,1016.51,Mostly Cloudy
01-04-2006 05:00:00,9.222222222,0.85,13.9587,1016.66,Partly Cloudy
01-04-2006 06:00:00,7.733333333,0.95,12.3648,1016.72,Partly Cloudy
01-04-2006 07:00:00,8.772222222,0.89,14.1519,1016.84,Partly Cloudy
01-04-2006 08:00:00,10.82222222,0.82,11.3183,1017.37,Partly Cloudy
01-04-2006 09:00:00,13.77222222,0.72,12.5258,1017.22,Partly Cloudy
01-04-2006 10:00:00,16.01666667,0.67,17.5651,1017.42,Partly Cloudy
01-04-2006 11:00:00,17.14444444,0.54,19.7869,1017.74,Partly Cloudy
01-04-2006 12:00:00,,0.55,21.9443,1017.59,Partly Cloudy
01-04-2006 13:00:00,17.33333333,0.51,20.6885,1017.48,Partly Cloudy
01-04-2006 14:00:00,18.87777778,0.47,15.3755,1017.17,Partly Cloudy
01-04-2006 15:00:00,18.91111111,0.46,10.4006,1016.47,Partly Cloudy
01-04-2006 16:00:00,15.38888889,0.6,14.4095,1016.15,Partly Cloudy
01-04-2006 17:00:00,15.55,0.63,,1016.17,Mostly Cloudy
01-04-2006 18:00:00,14.25555556,0.69,8.5169,1015.82,Mostly Cloudy
01-04-2006 19:00:00,13.14444444,0.7,7.6314,1015.83,Mostly Cloudy
01-04-2006 20:00:00,11.55,0.77,7.3899,1015.85,Mostly Cloudy
01-04-2006 21:00:00,11.18333333,0.76,4.9266,1015.77,Mostly Cloudy
01-04-2006 22:00:00,10.11666667,0.79,6.6493,1015.4,Partly Cloudy
01-04-2006 23:00:00,10.2,,3.9284,1015.51,Mostly Cloudy
01-05-2006 00:00:00,12.73333333,0.54,14.1036,1014.48,Mostly Cloudy
01-05-2006 01:00:00,12.68888889,0.56,17.066,1014.28,Mostly Cloudy
01-05-2006 02:00:00,11.13333333,0.91,7.5026,1018.35,Overcast
01-05-2006 03:00:00,11.6,0.62,17.0338,1014.08,Mostly Cloudy
01-05-2006 04:00:00,11.08888889,0.71,17.1143,1014.08,Mostly Cloudy
01-05-2006 05:00:00,10.55555556,0.78,13.0571,1013.82,Mostly Cloudy
01-05-2006 06:00:00,11.06666667,0.77,15.7136,1013.87,Overcast
01-05-2006 07:00:00,11.09444444,0.78,9.7405,1014.26,Overcast
01-05-2006 08:00:00,12.05,0.74,12.7351,1014.51,Overcast
01-05-2006 09:00:00,12.15555556,0.73,15.8585,1014.58,Clear
01-05-2006 10:00:00,12.66666667,0.73,15.8585,1014.78,Overcast
01-05-2006 11:00:00,12.81111111,0.74,10.4006,1014.85,Overcast
01-05-2006 12:00:00,15.72222222,0.64,17.1304,1014.75,Overcast
01-05-2006 13:00:00,15.7,0.69,9.338,1014.57,Overcast
01-05-2006 14:00:00,14.95555556,0.77,17.3075,1014.6,Overcast
01-05-2006 15:00:00,13.70555556,0.78,13.2986,1014.87,Overcast
01-05-2006 16:00:00,12.71111111,0.83,10.1913,1015.14,Overcast
01-05-2006 17:00:00,12.81666667,0.84,9.3702,1015.56,Overcast
01-05-2006 18:00:00,12.22222222,0.86,7.6153,1015.99,Overcast
01-05-2006 19:00:00,12.22222222,0.86,8.1144,1016.28,Overcast
01-05-2006 20:00:00,11.35,0.92,3.2844,1016.85,Mostly Cloudy
01-05-2006 21:00:00,11.09444444,0.93,1.5939,1017.57,Mostly Cloudy
01-05-2006 22:00:00,11.04444444,0.96,6.3434,1018,Overcast
01-05-2006 23:00:00,11.21666667,0.93,3.4937,1018.45,Overcast
01-06-2006 00:00:00,7.277777778,0.86,6.762,1016.04,Partly Cloudy
01-06-2006 01:00:00,7.294444444,0.86,3.8157,1016.54,Partly Cloudy
01-06-2006 02:00:00,10.52777778,0.85,9.9498,1016.33,Mostly Cloudy
01-06-2006 03:00:00,7.155555556,0.86,13.8299,1017.05,Clear
01-06-2006 04:00:00,6.644444444,0.86,6.6493,1017.54,Partly Cloudy
01-06-2006 05:00:00,5.7,0.89,3.9928,1017.99,Partly Cloudy
01-06-2006 06:00:00,7.177777778,0.86,3.6869,1018.21,Partly Cloudy
01-06-2006 07:00:00,8.866666667,0.89,9.8049,1018.41,Partly Cloudy
01-06-2006 08:00:00,11.08333333,0.77,8.4203,1018.85,Mostly Cloudy
01-06-2006 09:00:00,12.76111111,0.72,5.2164,1018.92,Partly Cloudy
01-06-2006 10:00:00,15,0.62,4.8783,0,Partly Cloudy
01-06-2006 11:00:00,16.01666667,0.57,5.3774,1018.67,Partly Cloudy
01-06-2006 12:00:00,16.08888889,0.56,3.8157,1018.31,Partly Cloudy
01-06-2006 13:00:00,17.73333333,0.43,9.4346,1018.41,Mostly Cloudy
01-06-2006 14:00:00,17.80555556,0.44,6.8425,1018,Mostly Cloudy
01-06-2006 15:00:00,17.75555556,0.43,8.6779,1017.61,Mostly Cloudy
01-06-2006 16:00:00,17.24444444,0.38,9.4024,1017.2,Overcast
01-06-2006 17:00:00,17.28333333,0.43,9.1126,1016.96,Overcast
01-06-2006 18:00:00,16.11111111,0.56,7.7602,1016.55,Overcast
01-06-2006 19:00:00,15.02222222,0.6,9.1931,1016.74,Overcast
01-06-2006 20:00:00,14.10555556,0.65,9.016,1016.95,Overcast
01-06-2006 21:00:00,12.77777778,0.76,8.0661,1016.87,Mostly Cloudy
01-06-2006 22:00:00,13.26111111,0.72,11.0607,1017.06,Overcast
01-06-2006 23:00:00,13.23333333,0.69,12.88,1016.43,Overcast
01-07-2006 00:00:00,17.77777778,0.9,10.8353,1019.51,Mostly Cloudy
01-07-2006 01:00:00,16.68888889,0.93,3.4937,1019.41,Mostly Cloudy
01-07-2006 02:00:00,17.21666667,0.96,9.0965,1018.36,Partly Cloudy
01-07-2006 03:00:00,15.65,0.96,6.4239,1018.88,Partly Cloudy
01-07-2006 04:00:00,15.62777778,0.96,11.2056,1018.59,Partly Cloudy
01-07-2006 05:00:00,16.22222222,0.93,10.8514,1018.6,Mostly Cloudy
01-07-2006 06:00:00,17.22222222,0.93,10.8353,1018.01,Mostly Cloudy
01-07-2006 07:00:00,17.25,0.9,6.1985,1018,Overcast
01-07-2006 08:00:00,18.02222222,0.89,7.889,1018.38,Overcast
01-07-2006 09:00:00,17.96666667,0.96,7.7441,1018.36,Overcast
01-07-2006 10:00:00,17.96666667,0.96,7.567,1018.26,Overcast
01-07-2006 11:00:00,20.03333333,0.86,12.719,1018.26,Mostly Cloudy
01-07-2006 12:00:00,20.09444444,0.86,12.1072,1017.99,Humid and Mostly Cloudy
01-07-2006 13:00:00,19.1,0.89,8.3559,1018.46,Overcast
01-07-2006 14:00:00,20.26666667,0.83,7.6636,1018.06,Humid and Mostly Cloudy
01-07-2006 15:00:00,22.20555556,0.76,3.8962,1017.79,Mostly Cloudy
01-07-2006 16:00:00,22.2,0.74,7.245,1017.5,Mostly Cloudy
01-07-2006 17:00:00,22.16666667,0.76,4.508,1017.4,Mostly Cloudy
01-07-2006 18:00:00,22.2,0.76,4.0411,1017.12,Mostly Cloudy
01-07-2006 19:00:00,22.06666667,0.77,6.6493,1017.14,Mostly Cloudy
01-07-2006 20:00:00,21,0.87,3.3327,1017.4,Mostly Cloudy
01-07-2006 21:00:00,19.95555556,0.87,2.7853,1017.73,Mostly Cloudy
01-07-2006 22:00:00,19.4,0.93,3.6225,1018.14,Mostly Cloudy
01-07-2006 23:00:00,19.77777778,0.9,9.6439,1018.11,Mostly Cloudy
01-08-2006 00:00:00,21.01666667,0.87,3.22,1012.02,Partly Cloudy
01-08-2006 01:00:00,19.44444444,0.9,6.0375,1012.22,Clear
01-08-2006 02:00:00,20.72222222,0.81,9.2253,1008.65,Mostly Cloudy
01-08-2006 03:00:00,18.79444444,0.93,5.9248,1012.11,Partly Cloudy
01-08-2006 04:00:00,17.73333333,0.93,3.1234,1011.63,Partly Cloudy
01-08-2006 05:00:00,17.60555556,0.95,2.9302,1011.84,Partly Cloudy
01-08-2006 06:00:00,18.73333333,0.93,7.8407,1011.81,Partly Cloudy
01-08-2006 07:00:00,22.55555556,0.8,1.61,1011.72,Partly Cloudy
01-08-2006 08:00:00,24.76111111,0.7,3.1717,1011.86,Partly Cloudy
01-08-2006 09:00:00,27.17222222,0.56,1.7388,1011.67,Partly Cloudy
01-08-2006 10:00:00,28.91111111,0.55,2.9463,1011.27,Mostly Cloudy
01-08-2006 11:00:00,30.95555556,0.42,2.7531,1011.07,Mostly Cloudy
01-08-2006 12:00:00,32.17222222,0.38,7.728,1010.47,Mostly Cloudy
01-08-2006 13:00:00,32.12777778,0.32,7.3416,1010.07,Mostly Cloudy
01-08-2006 14:00:00,31.98333333,0.35,7.1645,1009.69,Mostly Cloudy
01-08-2006 15:00:00,32.53888889,0.38,12.6224,1008.95,Mostly Cloudy
01-08-2006 16:00:00,31.97777778,0.4,12.0911,1008.2,Partly Cloudy
01-08-2006 17:00:00,32.01111111,0.41,8.9194,1007.57,Mostly Cloudy
01-08-2006 18:00:00,30.94444444,0.39,13.4113,1007.1,Mostly Cloudy
01-08-2006 19:00:00,28.57222222,0.5,7.9695,1007.04,Mostly Cloudy
01-08-2006 20:00:00,27.09444444,0.59,6.2307,1007.03,Mostly Cloudy
01-08-2006 21:00:00,24.69444444,0.65,4.4275,1006.95,Mostly Cloudy
01-08-2006 22:00:00,24.13888889,0.7,12.8478,1007.07,Partly Cloudy
01-08-2006 23:00:00,23.12222222,0.77,11.8496,1007.62,Mostly Cloudy
01-09-2006 00:00:00,13.93888889,0.77,22.7976,0,Clear
01-09-2006 01:00:00,14.95,0.72,24.15,0,Clear
01-09-2006 02:00:00,10.64444444,0.95,3.1717,1019.97,Clear
01-09-2006 03:00:00,13.26666667,0.74,14.6188,1020.25,Clear
01-09-2006 04:00:00,12.22222222,0.8,14.3934,1020.27,Partly Cloudy
01-09-2006 05:00:00,11.67222222,0.81,10.9802,1020.44,Partly Cloudy
01-09-2006 06:00:00,11.13888889,0.8,5.5062,1020.66,Partly Cloudy
01-09-2006 07:00:00,12.15555556,0.8,9.8693,1021.05,Partly Cloudy
01-09-2006 08:00:00,13.77222222,0.73,15.0535,1021.25,Partly Cloudy
01-09-2006 09:00:00,16.16111111,0.67,18.1447,0,Clear
01-09-2006 10:00:00,17.82777778,0.6,21.3647,0,Clear
01-09-2006 11:00:00,18.88333333,0.56,19.6903,1021.45,Partly Cloudy
01-09-2006 12:00:00,20,0.46,23.5382,1020.95,Partly Cloudy
01-09-2006 13:00:00,20.05,0.57,17.5168,1020.91,Mostly Cloudy
01-09-2006 14:00:00,20.1,0.48,19.4971,1020.74,Mostly Cloudy
01-09-2006 15:00:00,21.06111111,0.46,14.329,0,Clear
01-09-2006 16:00:00,21.15555556,0.46,14.0553,1020.1,Mostly Cloudy
01-09-2006 17:00:00,20.25,0.51,13.041,1019.91,Mostly Cloudy
01-09-2006 18:00:00,19.46666667,0.52,10.787,1019.79,Mostly Cloudy
01-09-2006 19:00:00,18.35555556,0.61,3.3649,1019.61,Partly Cloudy
01-09-2006 20:00:00,15.28888889,0.76,4.186,1019.89,Partly Cloudy
01-09-2006 21:00:00,12.88888889,0.9,1.61,1020.11,Partly Cloudy
01-09-2006 22:00:00,11.85,0.93,3.22,1020.2,Partly Cloudy
01-09-2006 23:00:00,12,0.92,2.8819,1020.13,Partly Cloudy
01-10-2006 00:00:00,14.26111111,0.93,3.0751,1017.53,Clear
01-10-2006 01:00:00,13.70555556,0.93,3.0429,1017.43,Clear
01-10-2006 02:00:00,13.25555556,0.91,5.957,1017.4,Partly Cloudy
01-10-2006 03:00:00,13.17777778,0.93,3.0268,1017.52,Clear
01-10-2006 04:00:00,12.10555556,0.93,3.22,1017.61,Clear
01-10-2006 05:00:00,12.27222222,0.94,5.474,1017.66,Clear
01-10-2006 06:00:00,10.99444444,0.93,4.83,1017.6,Foggy
01-10-2006 07:00:00,10.97222222,1,4.6529,1017.71,Foggy
01-10-2006 08:00:00,13.52222222,0.91,4.2826,1018.26,Clear
01-10-2006 09:00:00,17.10555556,0.82,4.8139,1018.28,Clear
01-10-2006 10:00:00,20,0.73,7.9695,1018.35,Partly Cloudy
01-10-2006 11:00:00,22.73333333,0.57,11.0607,1018.24,Partly Cloudy
01-10-2006 12:00:00,23.93888889,0.54,11.1251,1017.88,Partly Cloudy
01-10-2006 13:00:00,25.05,0.5,9.7888,1017.67,Partly Cloudy
01-10-2006 14:00:00,25.95555556,0.42,10.2879,1017.17,Mostly Cloudy
01-10-2006 15:00:00,25.04444444,0.47,11.3022,1016.57,Mostly Cloudy
01-10-2006 16:00:00,26.06111111,0.44,14.1358,1016.29,Mostly Cloudy
01-10-2006 17:00:00,24.10555556,0.49,9.7566,1016.23,Mostly Cloudy
01-10-2006 18:00:00,22.26666667,0.59,4.6529,1016.3,Mostly Cloudy
01-10-2006 19:00:00,19.92777778,0.63,4.7012,1016.77,Mostly Cloudy
01-10-2006 20:00:00,17.93333333,0.77,4.6207,1017.07,Mostly Cloudy
01-10-2006 21:00:00,17.03888889,0.81,3.0429,1017.21,Mostly Cloudy
01-10-2006 22:00:00,16.50555556,0.81,3.7352,1017.2,Mostly Cloudy
01-10-2006 23:00:00,15.93333333,0.84,5.635,1017.31,Partly Cloudy
01-11-2006 00:00:00,1.016666667,0.78,14.0875,1015.68,Mostly Cloudy
01-11-2006 01:00:00,5.55,0.78,12.5258,1013.77,Mostly Cloudy
01-11-2006 02:00:00,-0.116666667,0.86,10.6743,1013.72,Mostly Cloudy
01-11-2006 03:00:00,0.972222222,0.85,13.5079,1012.37,Mostly Cloudy
01-11-2006 04:00:00,0.15,0.9,6.8103,1012.33,Mostly Cloudy
01-11-2006 05:00:00,-0.044444444,0.89,10.5938,1011.71,Mostly Cloudy
01-11-2006 06:00:00,0.005555556,0.92,9.4507,1011.33,Clear
01-11-2006 07:00:00,1.011111111,0.86,10.7709,1011.13,Mostly Cloudy
01-11-2006 08:00:00,2.688888889,0.82,14.7637,1010.9,Overcast
01-11-2006 09:00:00,3.794444444,0.82,13.5723,1010.62,Overcast
01-11-2006 10:00:00,5.894444444,0.72,10.4167,1010.57,Overcast
01-11-2006 11:00:00,5.877777778,0.71,2.9624,1010.72,Overcast
01-11-2006 12:00:00,6.9,0.67,4.4597,1010.61,Overcast
01-11-2006 13:00:00,7.016666667,0.67,3.7191,1010.19,Clear
01-11-2006 14:00:00,6.944444444,0.75,3.4454,1009.96,Overcast
01-11-2006 15:00:00,5.95,0.87,8.2432,1010.4,Overcast
01-11-2006 16:00:00,5.055555556,0.93,14.1036,1011.74,Overcast
01-11-2006 17:00:00,5.022222222,0.93,9.2575,1011.99,Overcast
01-11-2006 18:00:00,6.088888889,0.86,9.8371,1012.29,Overcast
01-11-2006 19:00:00,6.15,0.87,9.4346,1012.54,Overcast
01-11-2006 20:00:00,6.116666667,0.86,5.2164,1012.43,Clear
01-11-2006 21:00:00,6.116666667,0.89,6.7459,1012.93,Overcast
01-11-2006 22:00:00,6.216666667,0.88,14.1036,1013.6,Overcast
01-11-2006 23:00:00,6.138888889,0.85,14.4095,1013.42,Overcast
01-12-2006 00:00:00,6.572222222,0.93,6.44,1038.06,Overcast
01-12-2006 01:00:00,6.627777778,0.93,4.2665,1034.84,Mostly Cloudy
01-12-2006 02:00:00,6.622222222,0.96,6.1824,1037.85,Overcast
01-12-2006 03:00:00,6.622222222,0.93,6.1824,1037.67,Overcast
01-12-2006 04:00:00,6.15,0.96,6.1985,1037.47,Overcast
01-12-2006 05:00:00,6.061111111,1,3.0107,1037.23,Overcast
01-12-2006 06:00:00,6.061111111,1,3.4776,1037.23,Overcast
01-12-2006 07:00:00,6.1,0.94,3.6547,1037.36,Foggy
01-12-2006 08:00:00,6.061111111,1,3.6547,1037.82,Foggy
01-12-2006 09:00:00,7.15,0.93,3.5742,1037.99,Foggy
01-12-2006 10:00:00,6.227777778,0.99,8.6779,1037.93,Foggy
01-12-2006 11:00:00,7.222222222,0.93,7.728,1037.71,Foggy
01-12-2006 12:00:00,7.755555556,0.89,4.669,1037.1,Mostly Cloudy
01-12-2006 13:00:00,7.788888889,0.89,5.6672,1036.65,Mostly Cloudy
01-12-2006 14:00:00,7.755555556,0.89,4.83,1036.2,Mostly Cloudy
01-12-2006 15:00:00,7.755555556,0.89,4.9427,1035.9,Mostly Cloudy
01-12-2006 16:00:00,7.322222222,0.92,3.6386,1035.71,Overcast
01-12-2006 17:00:00,7.172222222,0.93,4.8783,1035.69,Overcast
01-12-2006 18:00:00,7.15,0.93,4.7334,1035.53,Overcast
01-12-2006 19:00:00,7.127777778,0.93,7.4704,1035.61,Overcast
01-12-2006 20:00:00,7.127777778,0.93,8.855,1035.6,Mostly Cloudy
01-12-2006 21:00:00,6.622222222,0.93,6.44,1035.49,Overcast
01-12-2006 22:00:00,6.627777778,0.93,3.7996,1035.22,Overcast
01-12-2006 23:00:00,6.111111111,0.96,8.4525,1035.18,Overcast
02-01-2006 00:00:00,5.422222222,0.86,13.6689,1009.6,Overcast
02-01-2006 01:00:00,2.35,0.91,15.295,1014.72,Overcast
02-01-2006 02:00:00,5.422222222,0.8,16.8245,1009.1,Overcast
02-01-2006 03:00:00,5.905555556,0.8,19.5615,1008.91,Overcast
02-01-2006 04:00:00,5.966666667,0.8,19.1268,1008.52,Overcast
02-01-2006 05:00:00,5.95,0.77,23.0552,1008,Overcast
02-01-2006 06:00:00,5.95,0.77,25.7278,1007.82,Mostly Cloudy
02-01-2006 07:00:00,6.733333333,0.74,24.1339,1008.1,Overcast
02-01-2006 08:00:00,5.927777778,0.77,25.1482,1007.94,Overcast
02-01-2006 09:00:00,6.944444444,0.73,26.8226,1008.07,Overcast
02-01-2006 10:00:00,6.944444444,0.73,22.8137,1008.34,Overcast
02-01-2006 11:00:00,7.505555556,0.73,23.8924,1008.18,Overcast
02-01-2006 12:00:00,6.994444444,0.8,13.1859,1008.37,Overcast
02-01-2006 13:00:00,7.044444444,0.86,2.415,1009.09,Overcast
02-01-2006 14:00:00,7.016666667,0.86,9.821,1009.12,Overcast
02-01-2006 15:00:00,7.016666667,0.87,10.8836,1009.52,Overcast
02-01-2006 16:00:00,6.538888889,0.9,12.2199,1010.07,Overcast
02-01-2006 17:00:00,5.933333333,0.93,13.7655,1010.63,Overcast
02-01-2006 18:00:00,4.866666667,0.93,12.1555,1011.03,Overcast
02-01-2006 19:00:00,3.944444444,0.99,16.5669,1011.97,Overcast
02-01-2006 20:00:00,2.855555556,0.96,20.1733,1012.58,Overcast
02-01-2006 21:00:00,2.805555556,0.92,17.2914,1013.56,Overcast
02-01-2006 22:00:00,2.311111111,0.92,19.4327,1014.65,Overcast
02-01-2006 23:00:00,1.694444444,0.92,17.2592,1015.27,Overcast
02-02-2006 00:00:00,-2.383333333,0.88,6.44,1023.5,Overcast
02-02-2006 01:00:00,-4.466666667,0.88,1.8193,1020.93,Foggy
02-02-2006 02:00:00,-2.916666667,0.92,6.3112,1022.73,Overcast
02-02-2006 03:00:00,-2.894444444,0.92,6.1824,1022.15,Foggy
02-02-2006 04:00:00,-2.877777778,0.93,6.3273,1021.77,Foggy
02-02-2006 05:00:00,-2.916666667,0.92,3.2522,1021.54,Overcast
02-02-2006 06:00:00,-2.938888889,0.93,7.9051,1021.14,Foggy
02-02-2006 07:00:00,-2.888888889,0.92,7.2611,1021.06,Foggy
02-02-2006 08:00:00,-2.938888889,0.92,5.0554,1020.95,Foggy
02-02-2006 09:00:00,-2.894444444,0.92,3.1556,1020.93,Foggy
02-02-2006 10:00:00,-2.938888889,0.93,4.5241,1020.75,Foggy
02-02-2006 11:00:00,-2.894444444,0.92,4.8461,1020.54,Foggy
02-02-2006 12:00:00,-2.872222222,0.92,4.6851,1020.14,Foggy
02-02-2006 13:00:00,-2.8,0.92,3.542,1020,Foggy
02-02-2006 14:00:00,-2.844444444,0.92,4.9427,1019.54,Foggy
02-02-2006 15:00:00,-3.838888889,0.92,4.83,1019.23,Overcast
02-02-2006 16:00:00,-3.75,0.92,4.508,1019.23,Foggy
02-02-2006 17:00:00,-3.838888889,0.85,7.6636,1019.32,Overcast
02-02-2006 18:00:00,-3.888888889,0.92,3.6064,1019.53,Overcast
02-02-2006 19:00:00,-3.855555556,0.92,7.1484,1019.81,Overcast
02-02-2006 20:00:00,-3.888888889,0.92,7.6475,1019.72,Overcast
02-02-2006 21:00:00,-4.4,0.92,10.5455,1020.03,Overcast
02-02-2006 22:00:00,-4.422222222,0.9,6.2146,1020.22,Overcast
02-02-2006 23:00:00,-4.35,0.88,3.542,1020.23,Overcast
02-03-2006 00:00:00,-3.216666667,0.88,8.2271,1010.07,Partly Cloudy
02-03-2006 01:00:00,-3.594444444,0.89,9.4668,1010.39,Partly Cloudy
02-03-2006 02:00:00,-3.888888889,0.88,6.0375,1010.49,Partly Cloudy
02-03-2006 03:00:00,-3.961111111,0.93,3.1556,1010.5,Partly Cloudy
02-03-2006 04:00:00,-3.511111111,0.93,6.0375,1010,Partly Cloudy
02-03-2006 05:00:00,-4.05,0.93,7.5992,1010.02,Clear
02-03-2006 06:00:00,-5.072222222,0.93,9.66,1009.8,Clear
02-03-2006 07:00:00,-4.011111111,0.86,4.991,1009.19,Clear
02-03-2006 08:00:00,-3.816666667,0.85,2.8014,1009.41,Clear
02-03-2006 09:00:00,-2.15,0.76,1.4812,1008.83,Mostly Cloudy
02-03-2006 10:00:00,0.055555556,0.77,4.4597,1008.34,Clear
02-03-2006 11:00:00,1.138888889,0.75,9.338,1007.83,Mostly Cloudy
02-03-2006 12:00:00,2.2,0.7,10.9802,1007.22,Mostly Cloudy
02-03-2006 13:00:00,2.177777778,0.73,8.4364,1006.47,Overcast
